"","X.1","X","gbifID","kingdom","phylum","class","order","family","genus","species","taxonRank","stateProvince","countryCode","occurrenceStatus","day","month","year","geometry","raster_label"
"359",4678,448846,4138417054,"Animalia","Arthropoda","Insecta","Lepidoptera","Plutellidae","Plutella","Plutella xylostella","SPECIES","Washington","US","PRESENT",18,6,2023,c(556379.572323048, 5267456.99508186),"Grass/Shrub"
"360",4679,448878,4145257010,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",3,7,2023,c(544050.556391191, 5268982.02262884),"Tree Canopy"
"361",4683,449199,4096844509,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",10,7,2022,c(547233.619092373, 5283015.01663107),"Tree Canopy"
"362",4704,452548,3889216480,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",6,8,2022,c(555922.117999234, 5280617.49700786),"Tree Canopy"
"363",4711,453405,3858820009,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",16,6,2022,c(556148.036721191, 5281001.91515974),"Tree Canopy"
"364",4715,453867,4145304341,"Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Synanthedon","Synanthedon bibionipennis","SPECIES","Washington","US","PRESENT",2,7,2023,c(555761.265537651, 5276359.6309273),"Unclassified"
"365",4723,454910,3399028482,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",23,8,2020,c(555682.26854772, 5284848.53777885),"Unclassified"
"366",4741,456605,3772874987,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dargida","Dargida procinctus","SPECIES","Washington","US","PRESENT",4,5,2022,c(553610.899955056, 5279549.60900104),"Tree Canopy"
"367",4742,456656,2823297957,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",18,7,2020,c(547237.127354953, 5283017.26807766),"Tree Canopy"
"368",4777,460275,3873900571,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",16,7,2022,c(552399.979121487, 5260970.75298095),"Unclassified"
"369",4781,460714,4165331019,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",23,7,2023,c(553293.284238725, 5277182.35721053),"Tree Canopy"
"370",4783,460756,4177248213,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",11,8,2023,c(555652.48514599, 5281354.05130736),"Grass/Shrub"
"371",4808,462529,3759992612,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",1,4,2022,c(553078.420503689, 5278274.97538061),"Tree Canopy"
"372",4827,464341,4405555380,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",20,8,2023,c(555588.440159967, 5266636.70910316),"Tree Canopy"
"373",4835,465028,3759546111,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",15,4,2022,c(555918.941023354, 5281010.37816798),"Tree Canopy"
"374",4873,469171,4171614738,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",26,7,2023,c(557702.885353347, 5274727.54145846),"Unclassified"
"375",4874,469419,4096873505,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",10,7,2022,c(549395.049298379, 5278886.20221673),"Road"
"376",4920,473567,3355419665,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis crocicapitella","SPECIES","Washington","US","PRESENT",24,7,2021,c(547230.68492693, 5283025.21828294),"Grass/Shrub"
"377",4966,478142,2814137485,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",5,7,2020,c(556021.091785162, 5280660.57490683),"Tree Canopy"
"378",4969,478219,2851266687,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",13,8,2020,c(547253.202431495, 5283033.51502402),"Tree Canopy"
"379",4975,478470,2823414431,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis crocicapitella","SPECIES","Washington","US","PRESENT",21,7,2020,c(547232.557920596, 5283025.56694415),"Tree Canopy"
"380",4981,478695,3314459278,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aphomia","Aphomia sociella","SPECIES","Washington","US","PRESENT",22,6,2021,c(548066.18296895, 5279610.64088556),"Building"
"381",4991,479408,4400016180,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus plexippus","SPECIES","Washington","US","PRESENT",3,7,2023,c(551961.779832898, 5278136.19143608),"Building"
"382",4999,480592,4171537236,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",30,7,2023,c(545324.935316355, 5264457.90987117),"Tree Canopy"
"383",5022,483619,3302555260,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",5,6,2021,c(548853.987069751, 5283021.52001858),"Road"
"384",5042,485795,4171636280,"Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Sesia","Sesia tibiale","SPECIES","Washington","US","PRESENT",30,7,2023,c(551812.934246935, 5276769.20053697),"Grass/Shrub"
"385",5052,486975,3325535797,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",3,7,2021,c(545612.066307136, 5267575.71039514),"Tree Canopy"
"386",5064,488476,4405162049,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",26,8,2023,c(549575.48867278, 5281281.72884167),"Grass/Shrub"
"387",5108,492499,3355119378,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis crocicapitella","SPECIES","Washington","US","PRESENT",28,5,2020,c(547231.28244244, 5283025.55657877),"Tree Canopy"
"388",5112,492708,4851934153,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",19,4,2024,c(551878.067183732, 5280129.87359429),"Tree Canopy"
"389",5121,493922,4126959991,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",23,5,2023,c(552986.885372616, 5278183.44497411),"Road"
"390",5126,494727,4133952131,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",12,6,2023,c(553292.535386914, 5277124.66481114),"Road"
"391",5130,494797,4171717769,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",26,7,2023,c(547595.192476288, 5280586.96808388),"Grass/Shrub"
"392",5132,495056,2823067092,"Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora mayrella","SPECIES","Washington","US","PRESENT",19,7,2020,c(547260.500918265, 5283021.79281602),"Grass/Shrub"
"393",5146,496330,3902867329,"Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita montana","SPECIES","Washington","US","PRESENT",17,8,2022,c(547226.0132424, 5283018.40037165),"Building"
"394",5150,496765,4424480552,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","Idaea dimidiata","SPECIES","Washington","US","PRESENT",30,6,2023,c(547231.28244244, 5283025.55657877),"Tree Canopy"
"395",5198,502189,3773087886,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",23,4,2022,c(553090.704699394, 5274850.52742711),"Tree Canopy"
"396",5205,503164,4407356700,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",14,7,2023,c(547233.949072226, 5283020.57664809),"Grass/Shrub"
"397",5211,503952,3902178486,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",3,8,2020,c(547229.031598631, 5283025.53828761),"Building"
"398",5228,505192,4440829585,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spilosoma","Spilosoma virginica","SPECIES","Washington","US","PRESENT",17,9,2022,c(544670.078230651, 5269563.23199613),"Building"
"399",5238,506315,2862287993,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",6,9,2020,c(547227.245373224, 5283023.74542543),"Building"
"400",5275,510121,3925318365,"Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Paranthrene","Paranthrene robiniae","SPECIES","Washington","US","PRESENT",3,7,2020,c(558062.458129943, 5277642.99208128),"Unclassified"
"401",5284,511104,3889149707,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",3,8,2022,c(555627.511875613, 5281304.79565182),"Grass/Shrub"
"402",5329,515361,4111596028,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",3,5,2023,c(553292.182425065, 5277163.22975787),"Tree Canopy"
"403",5366,518704,4405104643,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",2,7,2023,c(547224.465719478, 5283024.16742585),"Tree Canopy"
"404",5378,520121,2898299441,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",23,7,2020,c(547229.257586154, 5283025.42897732),"Building"
"405",5386,520779,4176919583,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis crocicapitella","SPECIES","Washington","US","PRESENT",5,10,2022,c(547237.391336073, 5283021.71609147),"Tree Canopy"
"406",5400,521664,3994116373,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",23,7,2021,c(543729.27587429, 5285648.09498178),"Unclassified"
"407",5443,526474,3061605455,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Autographa","Autographa californica","SPECIES","Washington","US","PRESENT",8,11,2020,c(551311.919923321, 5278132.3161192),"Tree Canopy"
"408",5456,527319,2859979616,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",27,8,2020,c(555948.565916289, 5280435.46706481),"Tree Canopy"
"409",5462,527589,3330673481,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",21,6,2021,c(547237.483526895, 5283019.60505332),"Tree Canopy"
"410",5465,527751,3399124744,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","SPECIES","Washington","US","PRESENT",21,8,2021,c(547237.40036903, 5283020.60469781),"Tree Canopy"
"411",5481,529210,4102579431,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",25,7,2022,c(547237.32353425, 5283020.82636674),"Tree Canopy"
"412",5503,531756,4103143420,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",26,7,2022,c(547228.208998599, 5283025.19816296),"Building"
"413",5528,534056,4138471149,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",29,4,2023,c(553078.420503689, 5278274.97538061),"Tree Canopy"
"414",5552,536419,3923569892,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",28,9,2022,c(551922.33365881, 5284652.88012901),"Tree Canopy"
"415",5556,536621,4153835208,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",9,7,2023,c(546183.146223205, 5267081.60805949),"Road"
"416",5557,537160,3113434986,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",8,5,2021,c(547891.661198124, 5265613.15067183),"Tree Canopy"
"417",5590,540168,3333304168,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",5,7,2021,c(545410.313633237, 5264067.68295134),"Tree Canopy"
"418",5598,540691,3859293409,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",19,6,2022,c(553408.986861015, 5273720.29225142),"Road"
"419",5605,541143,3911992014,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",13,9,2022,c(545516.213151667, 5267818.03344147),"Tree Canopy"
"420",5621,543735,3994060045,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",18,10,2022,c(553461.086088869, 5278555.67997943),"Grass/Shrub"
"421",5625,544039,4414151407,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",17,9,2023,c(552239.466074158, 5270770.31928793),"Road"
"422",5628,544290,4407290516,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",23,8,2023,c(556039.87755589, 5280619.63074308),"Tree Canopy"
"423",5640,545434,2823346810,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Scoparia","Scoparia biplagialis","SPECIES","Washington","US","PRESENT",18,7,2020,c(547227.306854816, 5283025.4131256),"Building"
"424",5648,546478,2626305414,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Gracillaria","Gracillaria syringella","SPECIES","Washington","US","PRESENT",10,5,2020,c(547232.076202585, 5283038.67834088),"Tree Canopy"
"425",5650,546505,4133840025,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",7,6,2023,c(550212.638267178, 5278890.42048324),"Road"
"426",5665,548755,3963241525,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",13,7,2022,c(556261.47306836, 5266704.72711434),"Tree Canopy"
"427",5674,549611,3330663212,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon","SPECIES","Washington","US","PRESENT",7,7,2021,c(556167.762134034, 5280910.29647137),"Tree Canopy"
"428",5702,552313,4413928222,"Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","Habrosyne","Habrosyne scripta","SPECIES","Washington","US","PRESENT",7,8,2023,c(548838.222433696, 5274342.63222009),"Road"
"429",5706,552719,4607222181,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mesoleuca","Mesoleuca gratulata","SPECIES","Washington","US","PRESENT",29,3,2024,c(545453.285637822, 5264243.40030653),"Tree Canopy"
"430",5720,554151,4407311367,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Emmelina","Emmelina monodactyla","SPECIES","Washington","US","PRESENT",27,7,2022,c(547228.584139255, 5283025.20121138),"Building"
"431",5723,554298,3902823440,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dargida","Dargida procinctus","SPECIES","Washington","US","PRESENT",8,9,2022,c(546425.033995769, 5282210.58151756),"Tree Canopy"
"432",5737,555486,2826196263,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",26,7,2020,c(547228.131261108, 5283025.53097138),"Building"
"433",5777,560609,3903576262,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spilosoma","Spilosoma virginica","SPECIES","Washington","US","PRESENT",13,9,2022,c(548887.537172995, 5279431.20269064),"Tree Canopy"
"434",5783,561049,3118336076,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",16,5,2021,c(555796.371763085, 5281025.31753977),"Tree Canopy"
"435",5809,563043,4400456611,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta californicalis","SPECIES","Washington","US","PRESENT",23,5,2023,c(547760.015066023, 5280022.47295207),"Building"
"436",5811,563160,4171760364,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spilosoma","Spilosoma virginica","SPECIES","Washington","US","PRESENT",23,7,2023,c(552401.84298016, 5260947.65165017),"Unclassified"
"437",5822,564177,4075925655,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Emmelina","Emmelina monodactyla","SPECIES","Washington","US","PRESENT",26,3,2023,c(547230.41726237, 5283011.9896499),"Building"
"438",5839,565564,4171692701,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eudonia","Eudonia echo","SPECIES","Washington","US","PRESENT",28,7,2023,c(547226.256461018, 5283025.40459033),"Tree Canopy"
"439",5849,566434,3873674404,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",14,7,2022,c(547227.052800293, 5283019.74257926),"Building"
"440",5853,566946,4442584446,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dargida","Dargida procinctus","SPECIES","Washington","US","PRESENT",17,11,2023,c(555130.312887263, 5280459.10931537),"Tree Canopy"
"441",5856,567361,4054787377,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Agrotis","Agrotis vancouverensis","SPECIES","Washington","US","PRESENT",19,6,2021,c(547232.709064306, 5283053.13255636),"Grass/Shrub"
"442",5857,567377,3746996413,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",2,7,2021,c(546658.515367839, 5283170.7557415),"Tree Canopy"
"443",5864,567834,3912291840,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta insita","SPECIES","Washington","US","PRESENT",17,9,2022,c(544905.332691215, 5269532.58327557),"Tree Canopy"
"444",5865,567841,3915304710,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",21,9,2022,c(553047.633170832, 5278983.26111933),"Road"
"445",5871,568191,4417065636,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",22,9,2023,c(547233.855919099, 5283013.57364859),"Tree Canopy"
"446",5873,568290,4847071492,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara arbutiella","SPECIES","Washington","US","PRESENT",30,3,2024,c(555662.083881935, 5281394.1568229),"Tree Canopy"
"447",5889,569510,4138266837,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",12,6,2023,c(551388.508449194, 5286258.22844202),"Grass/Shrub"
"448",5893,569914,2823103252,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",12,7,2020,c(556270.819283697, 5280732.34259614),"Tree Canopy"
"449",5906,571162,3892652321,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Scoparia","Scoparia biplagialis","SPECIES","Washington","US","PRESENT",9,8,2020,c(547232.032723708, 5283025.56267602),"Tree Canopy"
"450",5918,572090,4413534277,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",9,9,2023,c(545512.757523269, 5263981.67693126),"Tree Canopy"
"451",5937,574189,3888798546,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",26,7,2022,c(547236.13482576, 5283019.37179835),"Tree Canopy"
"452",5947,574661,2850589891,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",30,7,2020,c(553389.331480734, 5273716.44434335),"Building"
"453",5968,577139,3892669327,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",15,8,2020,c(547236.801950067, 5283020.37754072),"Tree Canopy"
"454",5969,577187,4075904864,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia satyrus","SPECIES","Washington","US","PRESENT",27,3,2023,c(545506.317284257, 5264209.4696889),"Tree Canopy"
"455",5986,578724,4416762721,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Herpetogramma","Herpetogramma aquilonalis","SPECIES","Washington","US","PRESENT",26,8,2023,c(545424.515179376, 5264419.78275365),"Tree Canopy"
"456",6033,582464,3859810941,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",2,7,2022,c(551840.218796219, 5286145.76024682),"Road"
"457",6047,583872,3912441839,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lambdina","Lambdina fiscellaria","SPECIES","Washington","US","PRESENT",16,9,2022,c(544597.515533823, 5278391.20850335),"Tree Canopy"
"458",6057,584577,4405591330,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",26,8,2023,c(550176.027321613, 5280810.50260185),"Tree Canopy"
"459",6064,585304,3109070373,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon","SPECIES","Washington","US","PRESENT",6,4,2020,c(553064.662952029, 5275605.97915059),"Tree Canopy"
"460",6065,585360,4133796075,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",7,6,2023,c(545358.819564356, 5264262.33892647),"Tree Canopy"
"461",6071,586168,4399919639,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","Monopis crocicapitella","SPECIES","Washington","US","PRESENT",25,5,2023,c(547234.263636757, 5283018.80085727),"Tree Canopy"
"462",6084,587577,4413574122,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","SPECIES","Washington","US","PRESENT",16,8,2023,c(554287.781430984, 5274720.17771924),"Water"
"463",6094,588814,4165666977,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",22,7,2023,c(556084.17028325, 5281024.08447294),"Grass/Shrub"
"464",6101,589480,4028601762,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa argentata","SPECIES","Washington","US","PRESENT",31,7,2022,c(546994.729182533, 5282901.71117896),"Parking Lot"
"465",6132,593338,3759823122,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",27,3,2022,c(547893.103526779, 5265593.26775147),"Tree Canopy"
"466",6146,594700,3858995755,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",30,6,2022,c(547172.279348427, 5283010.40602362),"Grass/Shrub"
"467",6191,598890,4162442662,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",14,7,2023,c(552534.529700274, 5271971.68058662),"Parking Lot"
"468",6193,599493,3330490501,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara oregonensis","SPECIES","Washington","US","PRESENT",23,6,2021,c(548172.109714991, 5282302.93206019),"Road"
"469",6208,600524,3384436469,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",26,4,2020,c(553263.655124634, 5270524.60971208),"Tree Canopy"
"470",6232,603122,3873852457,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",14,7,2022,c(546565.960582269, 5280824.15882536),"Grass/Shrub"
"471",6235,603249,3985765834,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta","SPECIES","Washington","US","PRESENT",30,9,2022,c(554399.053927681, 5280805.89887552),"Building"
"472",6250,604346,4080498427,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neoalcis","Neoalcis californiaria","SPECIES","Washington","US","PRESENT",8,7,2022,c(547226.557476621, 5283025.2958896),"Tree Canopy"
"473",6253,604760,3302319416,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Herpetogramma","Herpetogramma aquilonalis","SPECIES","Washington","US","PRESENT",27,7,2020,c(545419.777413453, 5264186.67931461),"Tree Canopy"
"474",6255,604777,4165537580,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tyria","Tyria jacobaeae","SPECIES","Washington","US","PRESENT",29,6,2023,c(556014.527327778, 5280601.71386475),"Tree Canopy"
"475",6257,604947,4400481775,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",19,8,2023,c(553103.410231807, 5278136.93568192),"Tree Canopy"
"476",6260,605361,3384493068,"Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Antheraea","Antheraea polyphemus","SPECIES","Washington","US","PRESENT",24,9,2021,c(546365.485483171, 5269009.73044716),"Tree Canopy"
"477",6282,607188,2803085030,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",20,6,2020,c(546736.897846116, 5284078.6758501),"Tree Canopy"
"478",6288,607671,3117808848,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",15,5,2021,c(545643.446783716, 5264192.97806458),"Tree Canopy"
